start_lat,Conteo_geographic_pos,start_lng,member_casual
41.87195567,1,-87.65107083,member
41.87195583,1,-87.65110667,member
41.87195667,1,-87.65101717,member
41.87195667,1,-87.65099983,casual
41.87195667,1,-87.6508335,member
41.87195717,1,-87.65102483,member
41.8719595,1,-87.65100567,casual
41.87196052,1,-87.62945128,casual
41.87196217,1,-87.65104517,casual
41.87196317,1,-87.65092833,casual
41.87196467,1,-87.65093183,member
41.871965,1,-87.6510415,member
41.87196533,1,-87.65105867,member
41.87196617,1,-87.6510715,member
41.87196633,1,-87.6510035,member
41.87196633,1,-87.65095683,casual
41.87196717,1,-87.651051,casual
41.87196717,1,-87.65097233,member
41.87196791,1,-87.65091479,member
41.87196817,1,-87.629593,member
41.87196817,1,-87.62957633,member
41.87196917,1,-87.65096883,member
41.8719695,1,-87.629885,casual
41.87197006,1,-87.65097034,member
41.87197033,1,-87.65103317,member
41.87197053,1,-87.65101051,casual
41.87197067,1,-87.62960883,member
41.87197083,1,-87.65097617,casual
41.87197133,1,-87.65107117,casual
41.8719715,1,-87.65108467,member
41.87197167,1,-87.65098317,casual
41.87197183,1,-87.629748,casual
41.87197183,1,-87.62972467,casual
41.87197183,1,-87.6292085,casual
41.87197217,1,-87.6510105,member
41.8719722,1,-87.65087032,casual
41.87197233,1,-87.62981,casual
41.87197267,1,-87.65097917,casual
41.87197333,1,-87.65102233,member
41.87197333,1,-87.65097517,casual
41.8719735,1,-87.65104233,member
41.871974,1,-87.65103017,member
41.871974,1,-87.6297055,member
41.87197417,1,-87.65101817,casual
41.87197483,1,-87.65104617,member
41.871975,1,-87.65104717,member
41.871975,1,-87.65093417,member
41.87197517,1,-87.651111,member
41.87197517,1,-87.65100667,member
41.871976,1,-87.65095683,member
41.8719775,1,-87.62965883,member
41.87197783,1,-87.65102133,member
41.87197783,1,-87.629693,member
41.871978,1,-87.65105983,casual
41.87197817,1,-87.65106033,member
41.87197833,1,-87.6297085,casual
41.871979,1,-87.65099617,member
41.87197933,1,-87.65106267,casual
41.87197933,1,-87.65095583,member
41.87197983,1,-87.65097683,member
41.87198067,1,-87.62969867,casual
41.87198133,1,-87.65097267,member
41.8719815,1,-87.65104283,member
41.871982,1,-87.62973667,member
41.87198217,1,-87.65099433,member
41.87198217,1,-87.62972767,casual
41.87198267,1,-87.6296745,member
41.87198317,1,-87.6295715,member
41.87198353,1,-87.62976348,member
41.87198412,1,-87.65088761,casual
41.87198483,1,-87.65105683,member
41.87198517,1,-87.65101483,member
41.87198517,1,-87.65098967,member
41.87198567,1,-87.65102317,member
41.87198583,1,-87.65090333,member
41.871986,1,-87.65097083,member
41.87198603,1,-87.65092635,member
41.87198615,1,-87.65090275,member
41.87198633,1,-87.65104533,casual
41.8719865,1,-87.65105583,member
41.8719865,1,-87.6508945,member
41.871987,1,-87.65099067,casual
41.87198717,1,-87.62975883,member
41.87198733,1,-87.6509755,casual
41.87198733,1,-87.650925,casual
41.87198767,1,-87.650924,member
41.87198783,1,-87.65105,casual
41.87198783,1,-87.65096467,member
41.871988,1,-87.65103283,member
41.87198833,1,-87.6508885,member
41.8719885,1,-87.6510215,casual
41.8719885,1,-87.65084667,member
41.87198883,1,-87.6511065,member
41.87198883,1,-87.65102167,member
41.87198933,1,-87.65097267,member
41.87198967,1,-87.65107117,member
41.87199092,1,-87.65100277,member
41.87199133,1,-87.65101183,member
41.87199167,1,-87.6510415,casual
41.87199183,1,-87.65105617,member
41.87199211,1,-87.6509037,member
41.87199223,1,-87.65101123,member
41.87199233,1,-87.65093117,member
41.87199267,1,-87.6510035,casual
41.87199283,1,-87.65099033,member
41.87199295,1,-87.62979257,casual
41.87199383,1,-87.65095333,member
41.87199417,1,-87.651087,casual
41.8719945,1,-87.6510395,member
41.871995,1,-87.65108167,member
41.87199567,1,-87.62952017,member
41.87199583,1,-87.65094333,member
41.871996,1,-87.62998583,casual
41.87199633,1,-87.65095667,casual
41.87199633,1,-87.62957867,member
41.87199664,1,-87.65107691,member
41.87199667,1,-87.651039,member
41.871997,1,-87.65102833,casual
41.871997,1,-87.65096983,member
41.87199717,1,-87.65099317,member
41.8719975,1,-87.65103383,member
41.87199767,1,-87.65094333,member
41.87199817,1,-87.65102917,casual
41.87199817,1,-87.6297855,casual
41.87199819,1,-87.65099669,member
41.87199833,1,-87.6509415,member
41.87199843,1,-87.65105879,member
41.8719985,1,-87.65105933,casual
41.87199867,1,-87.65100567,casual
41.87199933,1,-87.65100917,member
41.87199933,1,-87.62979017,member
41.8719995,1,-87.62950333,casual
41.87199983,1,-87.65101217,member
41.87200067,1,-87.65096717,casual
41.87200117,1,-87.65100833,casual
41.87200117,1,-87.629714,casual
41.87200167,1,-87.65107283,member
41.87200189,1,-87.65100503,member
41.87200217,1,-87.6510315,member
41.8720025,1,-87.6511145,member
41.8720025,1,-87.651037,member
41.87200317,1,-87.65101317,member
41.87200333,1,-87.65108067,casual
41.8720035,1,-87.651066,member
41.8720035,1,-87.65100533,member
41.87200367,1,-87.65100367,member
41.87200383,1,-87.65107383,casual
41.87200383,1,-87.65103267,casual
41.87200433,1,-87.62963317,casual
41.87200433,1,-87.629461,member
41.87200467,1,-87.6298485,casual
41.87200483,1,-87.65097117,casual
41.87200483,1,-87.650946,member
41.87200533,1,-87.65102317,member
41.87200534,1,-87.6510644,member
41.87200567,1,-87.62965017,member
41.872006,1,-87.6510185,member
41.87200606,1,-87.65106785,member
41.87200606,1,-87.6296078,casual
41.87200617,1,-87.65101417,casual
41.87200617,1,-87.62964867,member
41.87200683,1,-87.6295205,member
41.87200701,1,-87.65100932,member
41.87200767,1,-87.65104033,casual
41.87200773,1,-87.65093958,member
41.87200783,1,-87.65093067,member
41.872008,1,-87.65104,member
41.87200833,1,-87.65092633,member
41.87200867,1,-87.6511015,member
41.8720088,1,-87.65107155,member
41.87200917,1,-87.65097383,member
41.87200967,1,-87.65116,member
41.87200967,1,-87.65100317,casual
41.87201,1,-87.65108067,member
41.87201033,1,-87.6509755,member
41.8720105,1,-87.65097483,member
41.87201083,1,-87.65093255,member
41.87201217,1,-87.62975067,member
41.87201233,1,-87.62968633,casual
41.8720125,1,-87.651038,casual
41.87201267,1,-87.6510765,member
41.872013,1,-87.6510235,member
41.872013,1,-87.651009,member
41.87201367,1,-87.65092183,member
41.87201393,1,-87.6509819,member
41.87201405,1,-87.6510694,member
41.87201417,1,-87.65093133,member
41.87201433,1,-87.62980533,member
41.8720145,1,-87.650866,member
41.872015,1,-87.65105883,member
41.87201517,1,-87.6612835,member
41.87201548,1,-87.65101349,member
41.87201583,1,-87.65103917,member
41.87201631,1,-87.65102911,member
41.8720165,1,-87.65092067,member
41.87201667,1,-87.65101194,casual
41.87201683,1,-87.65104333,member
41.872017,1,-87.6510655,casual
41.872017,1,-87.651023,member
41.87201715,1,-87.65104997,member
41.87201717,1,-87.65106383,member
41.87201726,1,-87.65109706,casual
41.87201733,1,-87.65105717,member
41.87201733,1,-87.65099267,member
41.8720175,1,-87.65093133,member
41.87201767,1,-87.651023,member
41.87201834,1,-87.65090442,member
41.87201917,1,-87.65105567,casual
41.8720195,1,-87.62953133,member
41.87201967,1,-87.6510095,casual
41.87201983,1,-87.6509805,member
41.87202017,1,-87.65101533,casual
41.87202017,1,-87.62975683,casual
41.87202096,1,-87.65104425,member
41.872021,1,-87.6509115,member
41.87202108,1,-87.65106106,casual
41.87202117,1,-87.651032,member
41.87202117,1,-87.6510245,member
41.87202117,1,-87.65097117,member
41.87202168,1,-87.62960875,casual
41.87202179,1,-87.62964761,casual
41.87202183,1,-87.65103983,member
41.87202191,1,-87.65108454,member
41.872022,1,-87.65106833,member
41.87202215,1,-87.65103054,member
41.87202227,1,-87.65103054,member
41.8720225,1,-87.65099617,member
41.8720225,1,-87.65090933,member
41.87202267,1,-87.65100867,member
41.87202283,1,-87.62977917,member
41.87202334,1,-87.65100205,member
41.87202383,1,-87.65093983,member
41.87202433,1,-87.6296605,member
41.87202467,1,-87.62986283,casual
41.87202467,1,-87.6296475,member
41.87202467,1,-87.62937867,member
41.872025,1,-87.6510305,member
41.872025,1,-87.62968333,member
41.872025,1,-87.62960183,casual
41.87202533,1,-87.6511195,casual
41.87202533,1,-87.62965617,member
41.87202549,1,-87.65105188,member
41.87202561,1,-87.65107667,member
41.87202573,1,-87.65097296,member
41.87202583,1,-87.651125,casual
41.87202583,1,-87.62969533,member
41.87202621,1,-87.65103865,casual
41.8720265,1,-87.651052,member
41.872027,1,-87.6295875,member
41.87202733,1,-87.650894,casual
41.8720274,1,-87.65099299,member
41.87202752,1,-87.65103066,casual
41.87202767,1,-87.65111967,member
41.87202767,1,-87.6297225,casual
41.87202867,1,-87.62978633,casual
41.87202871,1,-87.65082955,member
41.87202883,1,-87.65106383,member
41.87202919,1,-87.65097892,member
41.8720295,1,-87.65103133,member
41.87202967,1,-87.6510135,member
41.87203017,1,-87.6509945,member
41.87203033,1,-87.65102983,member
41.87203067,1,-87.651135,member
41.87203067,1,-87.65104533,member
41.87203067,1,-87.65100933,member
41.87203183,1,-87.65096433,member
41.87203217,1,-87.65102767,member
41.87203217,1,-87.65096653,member
41.87203264,1,-87.65101779,member
41.87203267,1,-87.65088717,member
41.872033,1,-87.65097717,casual
41.87203383,1,-87.62956917,member
41.87203433,1,-87.65095767,member
41.8720345,1,-87.62969833,casual
41.87203467,1,-87.6509949,member
41.87203583,1,-87.651013,member
41.872036,1,-87.6510155,casual
41.8720361,1,-87.65105772,member
41.87203633,1,-87.65101433,casual
41.87203683,1,-87.62970267,member
41.87203783,1,-87.6509915,member
41.87203917,1,-87.65101317,member
41.87203991,1,-87.65101421,casual
41.87204,1,-87.62991717,member
41.87204033,1,-87.65096567,member
41.87204087,1,-87.62953901,member
41.87204099,1,-87.65096259,member
41.87204117,1,-87.62971317,casual
41.8720425,1,-87.62951417,casual
41.87204267,1,-87.650929,member
41.87204267,1,-87.65087767,member
41.87204283,1,-87.65098367,member
41.87204289,1,-87.65104866,member
41.872043,1,-87.629589,member
41.87204349,1,-87.62958491,casual
41.87204383,1,-87.62380483,casual
41.87204417,1,-87.65095883,casual
41.87204417,1,-87.62978183,casual
41.8720465,1,-87.62966,member
41.87204667,1,-87.65101167,member
41.87204667,1,-87.62957517,casual
41.87204671,1,-87.62966788,casual
41.87204766,1,-87.62955713,casual
41.87204783,1,-87.62965967,member
41.87204802,1,-87.62962019,casual
41.87204833,1,-87.65086633,member
41.8720485,1,-87.629945,casual
41.87204933,1,-87.62959917,casual
41.8720495,1,-87.62957517,member
41.87204981,1,-87.62967837,casual
41.87205,1,-87.651033,member
41.87205041,1,-87.62968719,casual
41.872051,1,-87.65104675,casual
41.87205112,1,-87.6510278,casual
41.87205117,1,-87.65113433,casual
41.87205117,1,-87.6297565,member
41.87205195,1,-87.6509552,member
41.87205207,1,-87.6296519,casual
41.87205283,1,-87.65102667,member
41.87205327,1,-87.65101063,member
41.8720541,1,-87.62954617,member
41.87205422,1,-87.65097702,member
41.87205433,1,-87.629644,member
41.87205517,1,-87.65107393,member
41.87205529,1,-87.62951887,member
41.87205567,1,-87.629662,casual
41.87205583,1,-87.6509345,casual
41.87205613,1,-87.65096235,member
41.87205633,1,-87.650989,member
41.87205667,1,-87.65104583,casual
41.872057,1,-87.62973567,casual
41.872057,1,-87.62972967,member
41.872057,1,-87.62963067,member
41.87205708,1,-87.65095103,member
41.87205733,1,-87.6509495,member
41.87205783,1,-87.62979667,casual
41.87205851,1,-87.65104103,member
41.87205994,1,-87.65101135,member
41.87206033,1,-87.629516,casual
41.87206078,1,-87.65097928,member
41.87206083,1,-87.629576,casual
41.87206125,1,-87.65105462,member
41.87206133,1,-87.62957133,member
41.8720625,1,-87.62977783,casual
41.87206376,1,-87.65092754,member
41.87206383,1,-87.62937817,member
41.8720645,1,-87.651036,member
41.87206533,1,-87.6295905,member
41.87206617,1,-87.65094117,member
41.87206617,1,-87.62946817,member
41.87206633,1,-87.62967667,casual
41.87206633,1,-87.62945767,member
41.87206683,1,-87.65095017,member
41.872067,1,-87.62983533,casual
41.87206721,1,-87.62964368,member
41.8720675,1,-87.6297285,member
41.87206767,1,-87.62971217,casual
41.87206783,1,-87.651028,member
41.87206783,1,-87.6297335,casual
41.87206817,1,-87.62953683,member
41.87206833,1,-87.65097467,member
41.8720685,1,-87.66143883,member
41.8720685,1,-87.62957517,member
41.87206972,1,-87.65100932,casual
41.87206983,1,-87.62974817,casual
41.87207,1,-87.6297115,member
41.87207,1,-87.62954867,member
41.87207017,1,-87.62951917,casual
41.87207019,1,-87.65103793,member
41.87207033,1,-87.62941333,casual
41.87207067,1,-87.629461,member
41.87207079,1,-87.65102291,member
41.87207083,1,-87.6296865,member
41.87207117,1,-87.629758,member
41.87207117,1,-87.62944033,member
41.87207162,1,-87.65103495,member
41.872072,1,-87.62980117,casual
41.87207217,1,-87.629625,casual
41.872074,1,-87.6616085,casual
41.87207433,1,-87.62962933,member
41.8720755,1,-87.62957767,casual
41.87207556,1,-87.62960041,member
41.87207633,1,-87.65094983,member
41.8720765,1,-87.62966167,casual
41.87207763,262,-87.62954377,casual
41.87207763,490,-87.62954377,member
41.872078,53,-87.629544,casual
41.87207833,1,-87.62966983,casual
41.87207883,1,-87.629511,member
41.87207961,1,-87.62952364,member
41.87207967,1,-87.62959333,member
41.87208,1,-87.62971983,casual
41.87208067,1,-87.629516,member
41.87208176,1,-87.62956727,casual
41.872082,1,-87.66157883,casual
41.87208217,1,-87.62958383,casual
41.87208267,1,-87.62949933,member
41.87208343,1,-87.65093434,member
41.87208417,1,-87.66142617,member
41.87208433,1,-87.62952017,casual
41.87208433,1,-87.6294035,casual
41.87208462,1,-87.629565,member
41.87208498,1,-87.62954295,casual
41.87208583,1,-87.62976217,casual
41.87208717,1,-87.62948983,member
41.8720875,1,-87.62957783,member
41.87208767,1,-87.6234205,casual
41.87208843,1,-87.62954402,member
41.87208879,1,-87.6294905,casual
41.87208883,1,-87.629735,casual
41.87208998,1,-87.62953103,member
41.8720901,1,-87.66136658,member
41.87209017,1,-87.66147017,member
41.87209017,1,-87.62972883,member
41.87209083,1,-87.62966517,member
41.87209133,1,-87.6296085,casual
41.87209167,1,-87.6297095,member
41.87209233,1,-87.6297,casual
41.87209233,1,-87.62964483,member
41.87209249,1,-87.62965894,casual
41.87209267,1,-87.65093783,member
41.872093,1,-87.66145083,member
41.87209317,1,-87.62958533,member
41.87209511,1,-87.62946034,member
41.87209517,1,-87.629586,member
41.87209533,1,-87.62967533,member
41.8720957,1,-87.6296382,casual
41.87209618,1,-87.65095496,member
41.8720963,1,-87.62959313,casual
41.87209633,1,-87.62951967,member
41.87209678,1,-87.6295799,member
41.87209702,1,-87.62959421,casual
41.8720975,1,-87.661532,member
41.87209761,1,-87.62967932,member
41.87209783,1,-87.62956533,casual
41.87209809,1,-87.62954807,member
41.87209833,1,-87.65098369,member
41.87209833,1,-87.624582,member
41.87209845,1,-87.62956631,casual
41.87209868,1,-87.62960422,member
41.8720988,1,-87.6295687,member
41.87209917,1,-87.62962617,member
41.87209917,1,-87.62954683,member
41.87210033,1,-87.62964933,casual
41.87210033,1,-87.6296285,casual
41.87210071,1,-87.62959123,casual
41.87210131,1,-87.62953866,casual
41.87210133,1,-87.629463,member
41.87210143,1,-87.62957144,member
41.8721015,1,-87.65095633,member
41.872102,1,-87.62954,casual
41.87210233,1,-87.62958433,casual
41.87210238,1,-87.62957501,member
41.87210267,1,-87.6297215,casual
41.87210333,1,-87.629487,casual
41.87210381,1,-87.66145635,member
41.87210405,1,-87.62954056,member
41.87210433,1,-87.7467125,member
41.87210433,1,-87.6296075,casual
41.87210567,1,-87.62969117,casual
41.872106,1,-87.62951683,member
41.87210617,1,-87.629529,casual
41.87210643,1,-87.62963581,casual
41.87210667,1,-87.62955817,member
41.87210679,1,-87.65093803,casual
41.872107,1,-87.62981683,member
41.8721075,1,-87.65098733,casual
41.87210767,1,-87.629579,casual
41.87210767,1,-87.62954017,member
41.87210783,1,-87.74668167,casual
41.87210817,1,-87.62961317,member
41.87210917,1,-87.629563,member
41.87210933,1,-87.6617095,member
41.8721095,1,-87.62955667,casual
41.8721095,1,-87.62950733,member
41.87211033,1,-87.62964617,casual
41.87211083,1,-87.62953333,casual
41.87211096,1,-87.62955821,casual
41.87211167,1,-87.6615465,member
41.87211167,1,-87.62962717,member
41.87211167,1,-87.62948467,casual
41.87211183,1,-87.6615895,member
41.87211183,1,-87.6295865,member
41.87211233,1,-87.62959833,member
41.8721125,1,-87.62956383,member
41.8721125,1,-87.62952333,casual
41.87211283,1,-87.6295825,member
41.87211283,1,-87.62950117,member
41.8721135,1,-87.62958717,casual
41.8721135,1,-87.62956817,casual
41.872114,1,-87.66150517,member
41.872114,1,-87.6295105,casual
41.8721145,1,-87.629492,casual
41.87211467,1,-87.62973117,casual
41.87211517,1,-87.66165183,member
41.87211525,1,-87.62958491,member
41.87211533,1,-87.62934033,member
41.87211597,1,-87.66142345,member
41.87211633,1,-87.66157222,member
41.87211633,1,-87.62955267,casual
41.8721165,1,-87.62381767,member
41.87211683,1,-87.62973783,member
41.87211733,1,-87.62964933,member
41.87211783,1,-87.62964133,member
41.87211783,1,-87.62957017,member
41.87211817,1,-87.66152783,casual
41.87211867,1,-87.62957,casual
41.87211883,1,-87.62958551,casual
41.87211883,1,-87.62956798,member
41.87211917,1,-87.62952417,member
41.87211933,1,-87.62960817,casual
41.87211933,1,-87.62951833,member
41.8721195,1,-87.66147017,member
41.87211967,1,-87.6290705,member
41.87211983,1,-87.62959417,casual
41.87212014,1,-87.62959325,casual
41.87212017,1,-87.6615845,member
41.87212033,1,-87.6295155,member
41.8721205,1,-87.62962174,member
41.87212062,1,-87.62957943,member
41.87212067,1,-87.629586,member
41.872121,1,-87.62955567,member
41.872121,1,-87.6295295,member
41.87212157,1,-87.66157043,member
41.87212167,1,-87.66146233,member
41.87212167,1,-87.6296845,casual
41.87212167,1,-87.62949717,member
41.87212183,1,-87.66152517,member
41.87212183,1,-87.6295745,member
41.87212193,1,-87.65096915,casual
41.872122,1,-87.62965983,member
41.872122,1,-87.6295205,casual
41.8721225,1,-87.62953017,member
41.87212253,1,-87.6295296,casual
41.87212277,1,-87.66141284,member
41.872123,1,-87.629626,casual
41.87212317,1,-87.62966367,casual
41.87212317,1,-87.62959417,member
41.872124,1,-87.62950817,casual
41.87212433,1,-87.62957633,casual
41.87212467,1,-87.62960167,casual
41.87212517,1,-87.62957,casual
41.87212551,1,-87.62952483,casual
41.87212567,1,-87.62999233,member
41.87212583,1,-87.66155883,member
41.87212583,1,-87.62962333,casual
41.87212586,1,-87.66155791,member
41.8721261,1,-87.62951613,member
41.87212617,1,-87.62957517,casual
41.87212617,1,-87.62956833,member
41.87212622,1,-87.62953544,casual
41.8721265,1,-87.62983533,casual
41.87212667,1,-87.62965833,member
41.87212683,1,-87.66151017,casual
41.872127,1,-87.62961467,member
41.87212733,1,-87.629599,casual
41.8721275,1,-87.62965617,casual
41.87212767,1,-87.629598,casual
41.87212777,1,-87.66137505,member
41.87212783,1,-87.62955517,member
41.87212801,1,-87.62960041,member
41.87212817,1,-87.62393,member
41.87212849,1,-87.62967646,member
41.8721285,1,-87.629548,member
41.87212861,1,-87.62957299,casual
41.87212867,1,-87.62973283,member
41.872129,1,-87.66144483,member
41.87212917,1,-87.629569,member
41.8721292,1,-87.62960315,member
41.87212933,1,-87.661502,member
41.8721295,1,-87.6296965,casual
41.87212967,1,-87.62952033,casual
41.87212983,1,-87.6613315,member
41.87212983,1,-87.6293555,member
41.87212983,1,-87.6293475,member
41.87213,1,-87.6296135,casual
41.87213016,1,-87.62959993,member
41.87213033,1,-87.62956017,member
41.87213039,1,-87.66143298,member
41.8721305,1,-87.6615005,member
41.8721305,1,-87.62959933,casual
41.87213067,1,-87.62953483,casual
41.87213083,1,-87.62949517,member
41.87213087,1,-87.62962735,casual
41.872131,1,-87.746619,casual
41.872131,2,-87.746619,member
41.872131,1,-87.629554,casual
41.87213194,1,-87.62954783,casual
41.872132,1,-87.6296845,member
41.8721325,1,-87.661221,member
41.87213266,1,-87.62961483,casual
41.872133,1,-87.629544,member
41.872133,1,-87.62949283,member
41.87213302,1,-87.66146505,member
41.87213333,1,-87.62963933,member
41.8721335,1,-87.6295255,member
41.87213467,1,-87.66155933,casual
41.87213467,1,-87.6295765,casual
41.872135,1,-87.66142867,member
41.87213516,1,-87.62955856,member
41.87213552,1,-87.62959623,member
41.87213567,1,-87.66153617,member
41.87213567,1,-87.629564,casual
41.87213567,1,-87.62948217,member
41.87213635,1,-87.66149354,member
41.87213635,1,-87.66142809,member
41.87213647,1,-87.62953913,casual
41.8721365,1,-87.62962167,member
41.87213667,1,-87.62946383,member
41.87213683,1,-87.62951433,member
41.872137,1,-87.66147817,member
41.87213733,1,-87.629911,member
41.87213733,1,-87.6296075,casual
41.87213755,1,-87.62956786,casual
41.87213767,1,-87.661476,member
41.87213767,1,-87.62965817,casual
41.87213833,1,-87.62956183,casual
41.87213867,1,-87.661491,member
41.872139,1,-87.66158683,member
41.872139,1,-87.629854,casual
41.87213917,1,-87.62956233,casual
41.87213917,1,-87.62955317,member
41.87213922,1,-87.66152978,member
41.87213933,1,-87.66144083,casual
41.8721395,1,-87.66138667,member
41.87213967,1,-87.62955717,member
41.87213969,1,-87.62956822,member
41.87213983,1,-87.6614565,member
41.87213993,1,-87.66140366,member
41.87214033,1,-87.62954283,member
41.8721405,1,-87.62953183,member
41.87214065,1,-87.62958407,casual
41.87214083,1,-87.6613235,member
41.87214083,1,-87.62964,casual
41.87214117,1,-87.661396,member
41.87214167,1,-87.62957867,member
41.87214167,1,-87.6294905,member
41.872142,1,-87.62966933,casual
41.872142,1,-87.62949533,casual
41.87214217,1,-87.62947583,casual
41.87214233,1,-87.6614405,casual
41.8721425,1,-87.66151867,casual
41.87214283,1,-87.66137683,casual
41.87214283,1,-87.629524,member
41.872143,1,-87.62966083,member
41.872143,1,-87.62957467,member
41.87214315,1,-87.62956607,member
41.87214317,1,-87.6615275,member
41.87214317,1,-87.629585,casual
41.872144,1,-87.6614755,member
41.872144,1,-87.62381483,casual
41.87214417,1,-87.6614685,member
41.87214433,1,-87.6614255,casual
41.87214433,1,-87.62955467,member
41.87214434,1,-87.62966704,casual
41.87214483,1,-87.66145417,member
41.87214517,1,-87.66144717,member
41.87214518,1,-87.62959707,member
41.87214533,1,-87.7467385,member
41.87214533,1,-87.62952017,casual
41.87214567,1,-87.629554,member
41.87214583,1,-87.62962617,casual
41.872146,1,-87.66152583,member
41.872146,1,-87.629516,casual
41.87214617,1,-87.66145483,casual
41.87214625,1,-87.6614598,casual
41.87214633,1,-87.66143333,member
41.8721465,1,-87.66153383,member
41.87214661,1,-87.66153693,member
41.87214683,1,-87.629597,casual
41.87214683,1,-87.62954167,casual
41.872147,1,-87.62954833,member
41.872147,1,-87.62954383,casual
41.87214708,1,-87.62959921,casual
41.87214717,1,-87.66156867,casual
41.87214717,1,-87.66146467,casual
41.87214717,1,-87.66144183,member
41.87214717,1,-87.62944317,member
41.87214733,1,-87.661398,member
41.87214733,1,-87.629562,member
41.8721475,1,-87.66151783,casual
41.87214783,1,-87.66143183,member
41.87214817,1,-87.66154817,member
41.87214833,1,-87.66146033,member
41.87214839,1,-87.66150463,member
41.8721485,1,-87.629533,casual
41.87214867,1,-87.6614145,member
41.87214899,1,-87.6295836,casual
41.87214923,1,-87.62957573,member
41.87214947,1,-87.66156209,member
41.8721495,1,-87.66153933,member
41.87214967,1,-87.62958967,member
41.87214983,1,-87.62959717,casual
41.87214983,1,-87.62955533,member
41.87215,1,-87.6295715,member
41.87215017,1,-87.6295555,casual
41.8721505,1,-87.6295245,casual
41.87215083,1,-87.629564,member
41.87215117,1,-87.6614645,casual
41.87215117,1,-87.62958517,casual
41.87215126,1,-87.66153085,member
41.87215133,1,-87.62962717,member
41.87215161,1,-87.62957668,member
41.87215233,1,-87.66156783,casual
41.87215233,1,-87.66148133,member
41.87215267,1,-87.661472,member
41.87215267,1,-87.6295625,member
41.87215281,1,-87.62955952,member
41.87215317,1,-87.66154133,member
41.87215317,1,-87.62973333,casual
41.87215317,1,-87.62953567,casual
41.87215317,1,-87.629531,casual
41.87215333,1,-87.66142017,member
41.87215367,1,-87.62954683,casual
41.87215383,1,-87.6615555,member
41.872154,1,-87.6296085,casual
41.87215412,1,-87.66153741,member
41.87215424,1,-87.66143584,member
41.87215433,1,-87.62948717,member
41.8721545,1,-87.62952317,member
41.8721545,1,-87.62948933,member
41.8721545,1,-87.62948617,member
41.87215471,1,-87.66147745,member
41.87215483,1,-87.66146917,member
41.87215483,1,-87.66146317,casual
41.87215483,1,-87.62954233,member
41.872155,1,-87.661207,member
41.87215519,1,-87.62956369,casual
41.87215533,1,-87.66144433,casual
41.87215543,1,-87.62958312,casual
41.8721555,1,-87.6615285,member
41.8721555,1,-87.6295825,member
41.87215555,1,-87.62956619,member
41.87215602,1,-87.62960637,member
41.87215638,1,-87.66152585,member
41.87215667,1,-87.661392,member
41.87215667,1,-87.62970817,casual
41.87215667,1,-87.62956267,member
41.87215667,1,-87.62951467,member
41.87215683,1,-87.661515,member
41.872157,1,-87.629654,member
41.87215717,1,-87.62953,casual
41.87215745,1,-87.66150427,member
41.8721575,1,-87.66153933,member
41.87215767,1,-87.62956317,member
41.87215769,1,-87.66149724,member
41.87215783,1,-87.6614275,member
41.87215793,1,-87.66153324,member
41.87215817,1,-87.66149233,member
41.87215829,1,-87.66155374,member
41.87215833,1,-87.66148333,member
41.8721585,1,-87.66143817,member
41.8721585,1,-87.66143067,member
41.8721585,1,-87.62953817,casual
41.87215867,1,-87.661525,casual
41.87215867,1,-87.66149233,member
41.87215877,1,-87.62956762,member
41.872159,1,-87.6295315,casual
41.87215933,1,-87.629587,member
41.8721595,1,-87.6295785,member
41.87215967,1,-87.66146017,member
41.87215967,1,-87.62961833,member
41.87215967,1,-87.62951183,casual
41.87215983,1,-87.66152033,member
41.87216008,1,-87.66154146,member
41.87216017,1,-87.661556,casual
41.8721602,1,-87.66149926,member
41.87216044,1,-87.66154039,member
41.8721605,1,-87.6614595,member
41.872161,1,-87.62963567,member
41.87216103,1,-87.66143727,casual
41.87216117,1,-87.661489,member
41.87216133,1,-87.66149917,member
41.87216139,1,-87.62959456,casual
41.8721615,1,-87.629771,member
41.87216187,1,-87.62958837,member
41.87216233,1,-87.62959267,casual
41.872163,1,-87.66133767,member
41.87216317,1,-87.66147883,member
41.87216333,1,-87.66148367,member
41.8721635,1,-87.66156317,member
41.8721635,1,-87.661438,member
41.87216365,1,-87.66143656,member
41.87216367,1,-87.66152017,member
41.87216383,1,-87.66150733,casual
41.87216433,1,-87.62964617,member
41.87216433,1,-87.62957217,casual
41.8721645,1,-87.66143033,casual
41.8721645,1,-87.629466,member
41.87216483,1,-87.62958367,casual
41.87216483,1,-87.62957567,casual
41.87216517,1,-87.66147467,member
41.87216517,1,-87.62975533,member
41.8721652,1,-87.62957501,casual
41.87216533,1,-87.66140667,member
41.8721655,1,-87.66149967,member
41.8721658,1,-87.66135633,member
41.87216583,1,-87.66149017,member
41.87216583,1,-87.66146633,member
41.872166,1,-87.6615025,member
41.87216616,1,-87.66148901,casual
41.87216628,1,-87.62954605,member
41.87216633,1,-87.661442,member
41.87216633,1,-87.6295625,casual
41.87216667,1,-87.66160883,casual
41.87216683,1,-87.66155233,member
41.87216683,1,-87.66141883,member
41.87216717,1,-87.66156917,member
41.87216717,1,-87.66150783,member
41.8721675,1,-87.66142333,casual
41.8721675,1,-87.629667,casual
41.87216767,1,-87.661504,member
41.87216783,1,-87.6614115,casual
41.87216783,1,-87.62963224,casual
41.872168,1,-87.66155017,member
41.872168,1,-87.661509,casual
41.87216817,1,-87.66151017,member
